Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4,param_w,param_Phi,param_thres_item_final,param_thres_schema,param_theta_shift,rep
1,4,7,0,8,5.245999999999996,14,26,16,115,109,57,14.39599999999999,1.1589999999999994,0.427,1.2809999999999993,20,4,1,7,63,4,1,7,2,0,14,3.5,7,Lc,0.22850793650793647,0.28975,0.427,0.183,0.5,20,15,10,3,3
1,4,8,0,1,2.1349999999999985,10,14,80,7,6,74,5.7339999999999955,2.744999999999998,6.282999999999995,2.3179999999999983,20,8,15,7,30,12,27,8,3,0,18,4.5,7,Lc,0.19113333333333332,0.22874999999999998,0.23270370370370366,0.28974999999999995,0.5,20,15,10,3,3
1,5,9,0,1,1.0369999999999995,3,4,75,82,74,7,9.393999999999993,1.4029999999999991,0.488,1.7079999999999989,19,8,2,7,27,9,2,8,3,0.5,24,3.75,7,Lc,0.34792592592592586,0.15588888888888888,0.244,0.21349999999999997,0.5,20,15,10,3,3
1,5,10,0,3,2.439999999999998,8,12,32,29,17,112,3.4769999999999976,4.391999999999997,3.659999999999997,2.0129999999999986,13,13,8,5,17,16,12,5,5,0,18,4.5,7,Lc,0.20452941176470588,0.27449999999999997,0.30499999999999994,0.4025999999999999,0.5,20,15,10,3,3
1,6,11,0,6,2.0129999999999986,5,5,6,2,58,88,8.051999999999994,5.367999999999996,3.1109999999999975,0.9149999999999996,17,12,12,5,28,24,15,6,6,0,19,4.75,7,Lc,0.28757142857142853,0.22366666666666665,0.2074,0.1525,0.5,20,15,10,3,3
1,6,12,0,1,1.7079999999999989,7,7,75,83,106,24,7.258999999999995,12.13899999999999,2.439999999999998,2.500999999999998,20,18,7,10,31,48,9,14,3,0,14,3.5,7,Lc,0.23416129032258062,0.25289583333333326,0.2711111111111111,0.17864285714285713,0.5,20,15,10,3,3
1,7,13,1,3,1.4029999999999991,5,5,84,35,51,78,7.380999999999995,0.8539999999999996,3.2329999999999974,0.5489999999999999,20,6,9,5,32,6,12,5,5,0,15,3.75,7,Lc,0.23065624999999998,0.14233333333333334,0.26941666666666664,0.1098,0.5,20,15,10,3,3
1,7,14,1,8,2.0739999999999985,10,15,110,5,113,95,10.979999999999992,1.0979999999999994,5.550999999999996,1.8909999999999987,20,2,15,6,50,2,22,6,2,0,13,3.25,7,Lc,0.21959999999999996,0.5489999999999998,0.25231818181818183,0.31516666666666665,0.5,20,15,10,3,3
1,8,15,1,5,4.208999999999997,13,19,40,46,42,51,9.698999999999993,0.7929999999999997,0.8539999999999996,2.805999999999998,20,2,4,7,42,2,4,10,5,0.5,34,4.75,7,Lc,0.2309285714285714,0.39649999999999996,0.21349999999999997,0.28059999999999996,0.5,20,15,10,3,3
1,8,16,1,6,2.9279999999999977,12,15,3,81,100,104,44.407999999999966,0.061,0.305,0.366,20,1,3,2,185,1,3,2,6,0,13,3.25,7,Lc,0.24004324324324322,0.061,0.10166666666666667,0.183,0.5,20,15,10,3,3
