model,strategy,combo_id,thres_schema,thres_item_final,risk,run,AC,performance,RT
adapted,bonus_oriented,1,50,45,Lc,50,0.43333333333333335,30.733333333333334,45.723566666666635
adapted,payoff_oriented,2,25,10,Hc,1,0.41666666666666663,22.583333333333336,24.655861111111342
adapted,payoff_oriented,2,25,10,Hc,2,0.3888888888888889,27.694444444444443,22.600499999999982
adapted,payoff_oriented,2,25,10,Hc,3,0.3611111111111111,21.22222222222222,21.014499999999984
adapted,payoff_oriented,2,25,10,Hc,4,0.36111111111111105,27.11111111111111,21.66855555555554
adapted,payoff_oriented,2,25,10,Hc,5,0.3611111111111111,18.416666666666668,21.08227777777776
adapted,payoff_oriented,2,25,10,Hc,6,0.5555555555555556,29.97222222222222,20.316388888888874
adapted,payoff_oriented,2,25,10,Hc,7,0.25,19.75,21.797333333333317
adapted,payoff_oriented,2,25,10,Hc,8,0.2638888888888889,18.27777777777778,20.255388888888874
adapted,payoff_oriented,2,25,10,Hc,9,0.3194444444444444,20.944444444444443,23.52566666666665
adapted,payoff_oriented,2,25,10,Hc,10,0.4333333333333333,26.366666666666664,45.22336666666721
adapted,payoff_oriented,2,25,10,Hc,11,0.2638888888888889,20.083333333333336,25.8148611111111
adapted,payoff_oriented,2,25,10,Hc,12,0.3611111111111111,24.111111111111107,23.776444444444593
adapted,payoff_oriented,2,25,10,Hc,13,0.4166666666666667,25,21.378805555555537
adapted,payoff_oriented,2,25,10,Hc,14,0.375,20.61111111111111,24.401694444444523
adapted,payoff_oriented,2,25,10,Hc,15,0.29166666666666663,19.36111111111111,22.661499999999982
adapted,payoff_oriented,2,25,10,Hc,16,0.4305555555555556,24.694444444444443,21.138194444444427
adapted,payoff_oriented,2,25,10,Hc,17,0.42105263157894735,19.42105263157895,20.508842105263142
adapted,payoff_oriented,2,25,10,Hc,18,0.4027777777777778,26.97222222222222,22.264999999999983
adapted,payoff_oriented,2,25,10,Hc,19,0.35526315789473684,24.42105263157895,17.79273684210525
adapted,payoff_oriented,2,25,10,Hc,20,0.3055555555555556,20.72222222222222,20.73830555555554
adapted,payoff_oriented,2,25,10,Hc,21,0.3194444444444444,21.61111111111111,20.75016666666665
adapted,payoff_oriented,2,25,10,Hc,22,0.27941176470588236,21.764705882352942,30.638147058824003
adapted,payoff_oriented,2,25,10,Hc,23,0.25,20.05263157894737,19.044842105263143
adapted,payoff_oriented,2,25,10,Hc,24,0.45833333333333337,28.916666666666664,22.654722222222205
adapted,payoff_oriented,2,25,10,Hc,25,0.5138888888888888,27.416666666666664,26.39266666666688
adapted,payoff_oriented,2,25,10,Hc,26,0.3055555555555556,22.416666666666664,21.172083333333315
adapted,payoff_oriented,2,25,10,Hc,27,0.2777777777777778,19.666666666666664,25.75724999999998
adapted,payoff_oriented,2,25,10,Hc,28,0.4473684210526315,23.842105263157897,18.5696842105263
adapted,payoff_oriented,2,25,10,Hc,29,0.3194444444444444,22.25,25.46919444444474
adapted,payoff_oriented,2,25,10,Hc,30,0.5138888888888888,25.72222222222222,21.365249999999982
adapted,payoff_oriented,2,25,10,Hc,31,0.4264705882352941,25.323529411764703,27.98105882352997
